timestamp,session_id,username,ip_address,geolocation,device_fingerprint,action,success
2026-07-07T10:19:42.890812,VPN-641048A9,EMP-8119,103.45.170.193,"London, UK",FP-7136B64505,Login,1
2026-07-07T02:00:42.890812,VPN-0835514F,EMP-6242,103.45.221.3,"Delhi, IN",FP-995F51EA2D,Login,1
2026-07-10T05:21:42.890812,VPN-22784FA2,EMP-7455,103.45.57.109,"Mumbai, IN",FP-4D8C1FCC7D,Login,1
2026-07-05T14:12:42.890812,VPN-C98E23CF,EMP-7850,103.45.46.189,"Delhi, IN",FP-157DE9B119,Login,1
2026-07-09T09:54:42.890812,VPN-EFD25EA5,EMP-8144,103.45.89.146,"London, UK",FP-4A12886A2E,Login,1
2026-07-10T03:55:42.890812,VPN-D72E1316,EMP-9653,103.45.57.151,"London, UK",FP-A73498BE0C,Login,1
2026-07-07T15:09:42.890812,VPN-57B2CD95,EMP-7766,103.45.72.169,"Bangalore, IN",FP-D692E55BFB,Login,1
2026-07-06T02:16:42.890812,VPN-572EBE56,EMP-3433,103.45.197.161,"London, UK",FP-7EDFE35748,Login,1
2026-07-07T05:41:42.890812,VPN-224EB51A,EMP-6288,103.45.211.61,"Beijing, CN",FP-751EA24039,Login,1
2026-07-07T20:39:42.890812,VPN-8123D72F,EMP-9179,103.45.212.119,"Bangalore, IN",FP-F44D52EFBA,Login,1
2026-07-10T23:01:42.890812,VPN-D9A87460,EMP-8606,103.45.49.127,"Delhi, IN",FP-A8CEF0F67E,Login,1
2026-07-08T00:40:42.890812,VPN-E572AD38,EMP-4280,103.45.68.24,"Delhi, IN",FP-CFB6E9F395,Login,1
2026-07-10T01:33:42.890812,VPN-715D13B7,EMP-3963,103.45.224.230,"London, UK",FP-95EB029178,Login,1
2026-07-11T16:12:42.890812,VPN-1793AA68,EMP-3141,103.45.224.168,"Mumbai, IN",FP-180B380472,Login,1
2026-07-10T23:41:42.890812,VPN-A22378FF,EMP-3659,103.45.17.146,"Mumbai, IN",FP-E7437CF34F,Login,1
2026-07-09T02:55:42.890812,VPN-7DC4E51E,EMP-5282,103.45.133.199,"Delhi, IN",FP-F52EF2707D,Login,1
2026-07-09T00:00:42.890812,VPN-26E23E1D,EMP-6540,103.45.95.89,"Bangalore, IN",FP-30EFDB488A,Login,1
2026-07-06T20:08:42.890812,VPN-B9DEF4A9,EMP-1326,103.45.218.232,"Delhi, IN",FP-F5262CAC87,Login,1
2026-07-09T22:07:42.890812,VPN-93220140,EMP-6347,103.45.240.37,"Moscow, RU",FP-4A42B23FFC,Failed Login Blocked,0
2026-07-07T23:48:42.890812,VPN-C1267FFF,EMP-4369,103.45.47.173,"Mumbai, IN",FP-726AE22B12,Login,1
2026-07-10T00:33:42.890812,VPN-DEFD055A,EMP-3527,103.45.20.56,"Delhi, IN",FP-286F8ED39B,Login,1
2026-07-08T19:33:42.890812,VPN-CF4184A0,EMP-7167,103.45.49.50,"Moscow, RU",FP-5403A4C1E6,Login,1
2026-07-10T05:49:42.890812,VPN-5D42DED7,EMP-8126,103.45.90.202,"Bangalore, IN",FP-D4D3F71C06,Login,1
2026-07-05T01:57:42.890812,VPN-4A204F4A,EMP-3620,103.45.232.13,"Moscow, RU",FP-5B73658354,Failed Login Blocked,0
2026-07-10T07:42:42.890812,VPN-F19424C3,EMP-4530,103.45.146.27,"London, UK",FP-2F69E6DC5E,Login,1
2026-07-08T17:24:42.890812,VPN-47B6A65A,EMP-1380,103.45.153.245,"London, UK",FP-FEEDB10756,Login,1
2026-07-09T21:45:42.890812,VPN-5A91860C,EMP-2152,103.45.245.18,"Beijing, CN",FP-05FF5EA158,Login,1
2026-07-05T18:53:42.890812,VPN-1091B293,EMP-5024,103.45.105.31,"Mumbai, IN",FP-D21645D855,Login,1
2026-07-06T19:52:42.890812,VPN-1D7E71D7,EMP-6338,103.45.82.246,"Mumbai, IN",FP-18797A18E4,Login,1
2026-07-08T17:24:42.890812,VPN-6CB819F8,EMP-7482,103.45.152.159,"Delhi, IN",FP-B24DB354C2,Login,1
2026-07-09T07:07:42.890812,VPN-AD270362,EMP-2229,103.45.234.72,"Moscow, RU",FP-2F65002EFB,Login,1
2026-07-11T16:51:42.890812,VPN-7DCC792D,EMP-8305,103.45.75.194,"London, UK",FP-6EA889C048,Login,1
2026-07-11T04:15:42.890812,VPN-A1C49914,EMP-3093,103.45.167.228,"Mumbai, IN",FP-3F1D9BCB01,Login,1
2026-07-05T04:33:42.890812,VPN-4DF9122A,EMP-5594,103.45.126.12,"Frankfurt, DE",FP-B2EAFE1631,Login,1
2026-07-07T05:26:42.890812,VPN-1CAC3179,EMP-7204,103.45.143.169,"Bangalore, IN",FP-64AF7F43BA,Login,1
2026-07-08T02:08:42.890812,VPN-42F00A32,EMP-5433,103.45.68.239,"Moscow, RU",FP-DF0019D801,Login,1
2026-07-07T20:55:42.890812,VPN-DF246488,EMP-3971,103.45.110.230,"Delhi, IN",FP-96B693312A,Login,1
2026-07-08T18:18:42.890812,VPN-0C7F36E2,EMP-2489,103.45.148.222,"Bangalore, IN",FP-896F0B3B47,Login,1
2026-07-08T02:39:42.890812,VPN-F49DD701,EMP-3461,103.45.226.147,"London, UK",FP-E15F54C763,Login,1
2026-07-05T07:08:42.890812,VPN-471C6242,EMP-2102,103.45.47.203,"Beijing, CN",FP-932EFE3F65,Login,1
2026-07-05T09:45:42.890812,VPN-58034D0B,EMP-2528,103.45.83.19,"Moscow, RU",FP-B7FB6E95C0,Failed Login Blocked,0
2026-07-09T02:37:42.890812,VPN-11E8A4D9,EMP-5928,103.45.92.202,"Frankfurt, DE",FP-A941B282A8,Login,1
2026-07-06T09:51:42.890812,VPN-A86721D2,EMP-9093,103.45.27.166,"Mumbai, IN",FP-E01A5999F8,Login,1
2026-07-06T05:03:42.890812,VPN-E7EA4F58,EMP-4185,103.45.221.117,"Moscow, RU",FP-6E4F8AF09D,Login,1
2026-07-08T14:17:42.890812,VPN-4C202B7D,EMP-4017,103.45.94.97,"Delhi, IN",FP-C5EE70CA43,Login,1
2026-07-09T19:07:42.890812,VPN-68C35F1D,EMP-7516,103.45.126.96,"Bangalore, IN",FP-3E0F9AF307,Login,1
2026-07-10T01:20:42.890812,VPN-3DC839A8,EMP-2816,103.45.236.247,"Frankfurt, DE",FP-34B2DE381B,Login,1
2026-07-09T06:15:42.890812,VPN-AB7678C7,EMP-3761,103.45.51.223,"Mumbai, IN",FP-D7121144D0,Login,1
2026-07-10T22:32:42.890812,VPN-211C2698,EMP-7893,103.45.192.201,"Moscow, RU",FP-23483899A6,Login,1
2026-07-05T20:21:42.890812,VPN-B8C3C674,EMP-2289,103.45.202.215,"London, UK",FP-DF41232141,Login,1
2026-07-07T13:59:42.890812,VPN-594ED8F3,EMP-6742,103.45.146.125,"Moscow, RU",FP-4615447527,Login,1
2026-07-07T17:39:42.890812,VPN-78369242,EMP-6287,103.45.165.17,"Moscow, RU",FP-FF71CDF68D,Login,1
2026-07-05T02:41:42.890812,VPN-BADE948B,EMP-9006,103.45.116.142,"Bangalore, IN",FP-37BB6BE87C,Login,1
2026-07-11T21:42:42.890812,VPN-3BA719C0,EMP-6699,103.45.246.177,"Frankfurt, DE",FP-ED1FE67DE6,Login,1
2026-07-08T22:18:42.890812,VPN-DAE8FF0F,EMP-6881,103.45.63.244,"Mumbai, IN",FP-C8028EB2D5,Login,1
2026-07-10T13:43:42.890812,VPN-082765F1,EMP-2103,103.45.180.39,"Frankfurt, DE",FP-CC0DAFB4DA,Login,1
2026-07-06T23:18:42.890812,VPN-32919DEA,EMP-1246,103.45.219.37,"Beijing, CN",FP-AC4864E0D2,Login,1
2026-07-11T07:17:42.890812,VPN-E1EBE0F3,EMP-1618,103.45.13.51,"Moscow, RU",FP-B2DAC0C382,Login,1
2026-07-07T11:51:42.890812,VPN-1FECD84C,EMP-9551,103.45.189.179,"Delhi, IN",FP-B74A977B5C,Login,1
2026-07-05T21:18:42.890812,VPN-C673352D,EMP-1328,103.45.212.254,"London, UK",FP-D2AD39899D,Login,1
2026-07-10T10:33:42.890812,VPN-6439F564,EMP-4205,103.45.45.158,"Beijing, CN",FP-B302FCD0CF,Login,1
2026-07-07T16:36:42.890812,VPN-C50FAA7E,EMP-3527,103.45.57.208,"Beijing, CN",FP-137BB0CC8C,Failed Login Blocked,0
2026-07-07T18:12:42.890812,VPN-74549C90,EMP-5706,103.45.152.12,"Delhi, IN",FP-3FF3D50EDB,Login,1
2026-07-09T01:28:42.890812,VPN-6AEDD2A5,EMP-3248,103.45.95.134,"Mumbai, IN",FP-60FDAF0EA5,Login,1
2026-07-08T12:59:42.890812,VPN-87B6EC53,EMP-1249,103.45.158.148,"Bangalore, IN",FP-4784991767,Login,1
2026-07-10T19:55:42.890812,VPN-9BF73582,EMP-5888,103.45.70.67,"Mumbai, IN",FP-999A5A21EF,Login,1
2026-07-08T08:20:42.890812,VPN-19D45803,EMP-4009,103.45.136.80,"Mumbai, IN",FP-83AC6EEB76,Login,1
2026-07-05T15:47:42.890812,VPN-BBDC98F3,EMP-8160,103.45.168.227,"Delhi, IN",FP-3269C782CF,Login,1
2026-07-06T19:20:42.890812,VPN-F299DA89,EMP-4498,103.45.44.247,"London, UK",FP-7419CFFD16,Login,1
2026-07-10T11:46:42.890812,VPN-AAB40A29,EMP-1862,103.45.155.46,"Delhi, IN",FP-A44036FDD5,Login,1
2026-07-10T11:15:42.890812,VPN-C9DB4345,EMP-4154,103.45.205.26,"Frankfurt, DE",FP-E34C4854B9,Login,1
2026-07-06T23:50:42.890812,VPN-F4E95108,EMP-2425,103.45.170.165,"Moscow, RU",FP-7DF854AFAA,Login,1
2026-07-11T20:41:42.890812,VPN-C536B615,EMP-6649,103.45.114.187,"Mumbai, IN",FP-1DCA462838,Login,1
2026-07-09T17:17:42.890812,VPN-F09B19B7,EMP-9212,103.45.118.97,"Bangalore, IN",FP-1C46194DFA,Login,1
2026-07-06T13:47:42.890812,VPN-19D8AACC,EMP-3450,103.45.154.109,"Beijing, CN",FP-BC895F4E8B,Failed Login Blocked,0
2026-07-09T06:32:42.890812,VPN-E504C037,EMP-7344,103.45.171.111,"Bangalore, IN",FP-1F7587BF68,Login,1
2026-07-07T12:27:42.890812,VPN-ACF8F785,EMP-3901,103.45.45.8,"Moscow, RU",FP-D11C3787BA,Login,1
2026-07-06T23:26:42.890812,VPN-09A19657,EMP-5219,103.45.190.62,"Frankfurt, DE",FP-713B0D1C4C,Login,1
2026-07-10T18:19:42.890812,VPN-2923D94D,EMP-1096,103.45.169.131,"Frankfurt, DE",FP-C42DB7942C,Login,1
2026-07-06T17:02:42.890812,VPN-BCB1036B,EMP-2320,103.45.49.187,"Frankfurt, DE",FP-985BDEFF01,Login,1
2026-07-06T13:36:42.890812,VPN-CA94DA52,EMP-2432,103.45.150.159,"Moscow, RU",FP-D5722F02A6,Failed Login Blocked,0
2026-07-05T18:24:42.890812,VPN-5B04B953,EMP-1054,103.45.146.154,"Mumbai, IN",FP-6E1D699A65,Login,1
2026-07-10T14:28:42.890812,VPN-B1C68C89,EMP-7966,103.45.46.199,"Moscow, RU",FP-EAD8248DD4,Login,1
2026-07-07T15:22:42.890812,VPN-C93E8EF8,EMP-4141,103.45.128.182,"Delhi, IN",FP-43EB70B4F9,Login,1
2026-07-06T18:07:42.890812,VPN-12D787EF,EMP-4382,103.45.147.4,"Mumbai, IN",FP-63CAAEAECC,Login,1
2026-07-05T11:08:42.890812,VPN-B2E79AA0,EMP-4661,103.45.55.243,"Frankfurt, DE",FP-E45E2FA781,Login,1
2026-07-08T08:02:42.890812,VPN-DBE30239,EMP-1719,103.45.24.177,"Frankfurt, DE",FP-0133A5403B,Login,1
2026-07-08T04:13:42.890812,VPN-B7C016E4,EMP-3123,103.45.176.162,"Frankfurt, DE",FP-76B2F6BB00,Login,1
2026-07-08T23:32:42.890812,VPN-C4E16118,EMP-3481,103.45.86.202,"Mumbai, IN",FP-49FF651997,Login,1
2026-07-05T09:00:42.890812,VPN-D8C27331,EMP-1244,103.45.122.188,"Bangalore, IN",FP-9ED9F5A055,Login,1
2026-07-09T06:38:42.890812,VPN-20462200,EMP-3944,103.45.55.153,"Frankfurt, DE",FP-CF429DA0A8,Login,1
2026-07-05T02:43:42.890812,VPN-32915A9B,EMP-2169,103.45.192.184,"Moscow, RU",FP-A70E2DDA2C,Failed Login Blocked,0
2026-07-06T06:29:42.890812,VPN-BE6BB664,EMP-6216,103.45.176.20,"Frankfurt, DE",FP-35502C62A2,Login,1
2026-07-11T22:17:42.890812,VPN-F8D1669E,EMP-8749,103.45.202.57,"Beijing, CN",FP-606521CA95,Login,1
2026-07-09T12:36:42.890812,VPN-47A6B5D3,EMP-1609,103.45.10.217,"Mumbai, IN",FP-8B4A1288DA,Login,1
2026-07-10T11:58:42.890812,VPN-1538BB5E,EMP-1964,103.45.227.242,"Frankfurt, DE",FP-0F56DC167E,Login,1
2026-07-06T10:10:42.890812,VPN-E5A35442,EMP-6399,103.45.52.55,"London, UK",FP-B1033C1B5B,Login,1
2026-07-07T01:25:42.890812,VPN-FB4E0066,EMP-5532,103.45.131.71,"London, UK",FP-84AA8B78DE,Login,1
2026-07-07T02:55:42.890812,VPN-C8036DA3,EMP-4839,103.45.224.191,"Bangalore, IN",FP-A11EFA60C1,Login,1
2026-07-09T08:33:42.890812,VPN-0CD42B36,EMP-7622,103.45.21.153,"London, UK",FP-07F9F66FA7,Login,1
2026-07-06T15:54:42.890812,VPN-1A15BD0D,EMP-2224,103.45.232.182,"Frankfurt, DE",FP-4BAF069B1F,Login,1
2026-07-10T22:09:42.890812,VPN-F81E7428,EMP-6925,103.45.231.81,"Mumbai, IN",FP-2AEA03876B,Login,1
2026-07-05T00:09:42.890812,VPN-637587A4,EMP-5025,103.45.244.125,"Bangalore, IN",FP-77CEA6DFF2,Login,1
2026-07-06T14:32:42.890812,VPN-5A519460,EMP-6330,103.45.59.18,"London, UK",FP-26AD07962A,Login,1
2026-07-06T14:34:42.890812,VPN-36D9C443,EMP-5796,103.45.85.108,"Beijing, CN",FP-2C5C586B1C,Login,1
2026-07-04T23:11:42.890812,VPN-AF01227A,EMP-6271,103.45.226.119,"Bangalore, IN",FP-0C63469F39,Login,1
2026-07-08T09:50:42.890812,VPN-7408F123,EMP-6953,103.45.145.176,"Frankfurt, DE",FP-2BFF6DAAD0,Login,1
2026-07-10T05:24:42.890812,VPN-7CBC0D77,EMP-8844,103.45.137.234,"Moscow, RU",FP-1288895546,Login,1
2026-07-05T08:58:42.890812,VPN-9FC5327E,EMP-1466,103.45.38.56,"Beijing, CN",FP-8E10B6013F,Login,1
2026-07-11T02:04:42.890812,VPN-B4C95B64,EMP-6210,103.45.124.183,"Frankfurt, DE",FP-07D4F3EDFE,Login,1
2026-07-07T18:06:42.890812,VPN-C58C0051,EMP-5122,103.45.85.110,"London, UK",FP-28E40B4AC9,Login,1
2026-07-07T13:55:42.890812,VPN-A7808020,EMP-4243,103.45.109.128,"Beijing, CN",FP-39AB605D3E,Failed Login Blocked,0
2026-07-06T03:43:42.890812,VPN-5A0E4215,EMP-8565,103.45.107.6,"Delhi, IN",FP-5CE8D34D83,Login,1
2026-07-07T10:23:42.890812,VPN-3D7DE4B2,EMP-1086,103.45.64.156,"Mumbai, IN",FP-E156ED5BE5,Login,1
2026-07-09T14:56:42.890812,VPN-9DF98272,EMP-5857,103.45.137.46,"London, UK",FP-388A7DAD01,Login,1
2026-07-09T08:53:42.890812,VPN-59D3194A,EMP-9071,103.45.137.149,"Frankfurt, DE",FP-DE114F0335,Login,1
2026-07-05T10:55:42.890812,VPN-7DC24E6C,EMP-1406,103.45.214.104,"Beijing, CN",FP-CECB643D0A,Login,1
2026-07-08T21:47:42.890812,VPN-084A1215,EMP-1260,103.45.223.171,"Delhi, IN",FP-A65AAF52F6,Login,1
2026-07-09T00:09:42.890812,VPN-6AB9C6B2,EMP-5932,103.45.184.61,"Delhi, IN",FP-A217726DB7,Login,1
2026-07-06T04:56:42.890812,VPN-6E5CD59C,EMP-7314,103.45.101.100,"Frankfurt, DE",FP-2F16314344,Login,1
2026-07-06T16:10:42.890812,VPN-AF71436E,EMP-4990,103.45.183.238,"Frankfurt, DE",FP-69F0DC2C4A,Login,1
2026-07-08T22:13:42.890812,VPN-125B0472,EMP-3165,103.45.212.89,"Delhi, IN",FP-C6A720988B,Login,1
2026-07-05T14:33:42.890812,VPN-8E63A2AB,EMP-5071,103.45.124.177,"Delhi, IN",FP-AE0D413DA1,Login,1
2026-07-06T07:41:42.890812,VPN-CE4FD931,EMP-7717,103.45.133.38,"Moscow, RU",FP-C0E977041A,Failed Login Blocked,0
2026-07-09T08:14:42.890812,VPN-D8D35E72,EMP-2217,103.45.21.54,"Mumbai, IN",FP-006F8E147C,Login,1
2026-07-06T18:53:42.890812,VPN-3C475DF0,EMP-3342,103.45.30.178,"Delhi, IN",FP-47C5A697DD,Login,1
2026-07-11T04:02:42.890812,VPN-534C709B,EMP-1487,103.45.21.170,"Frankfurt, DE",FP-0ED213A1F2,Login,1
2026-07-09T23:03:42.890812,VPN-449C0255,EMP-7121,103.45.124.182,"Bangalore, IN",FP-A1CBA1A028,Login,1
2026-07-10T11:30:42.890812,VPN-1F26C8B2,EMP-2242,103.45.13.25,"Beijing, CN",FP-884508FFDE,Login,1
2026-07-05T04:08:42.890812,VPN-5B0AFE5A,EMP-8632,103.45.179.200,"Bangalore, IN",FP-A69695A376,Login,1
2026-07-09T00:33:42.890812,VPN-1F65C3B2,EMP-2442,103.45.220.10,"Bangalore, IN",FP-5567FED717,Login,1
2026-07-05T19:39:42.890812,VPN-6CB0163B,EMP-5420,103.45.93.4,"London, UK",FP-1944362BB0,Login,1
2026-07-07T22:03:42.890812,VPN-15F72284,EMP-3176,103.45.45.92,"Frankfurt, DE",FP-DDE976314D,Login,1
2026-07-10T04:04:42.890812,VPN-774516AE,EMP-3428,103.45.177.224,"Beijing, CN",FP-11F5289DD5,Failed Login Blocked,0
2026-07-05T12:21:42.890812,VPN-F0EA9306,EMP-9929,103.45.12.196,"London, UK",FP-8B30BB6503,Login,1
2026-07-09T20:44:42.890812,VPN-DB352EC5,EMP-6588,103.45.87.81,"Delhi, IN",FP-E5876D22D2,Login,1
2026-07-11T07:22:42.890812,VPN-1998A31F,EMP-8727,103.45.226.99,"Beijing, CN",FP-FA609F53B5,Failed Login Blocked,0
2026-07-06T13:55:42.890812,VPN-E57FA76D,EMP-7765,103.45.112.159,"Moscow, RU",FP-6D4B8635D4,Failed Login Blocked,0
2026-07-10T17:17:42.890812,VPN-02CEE1D3,EMP-8080,103.45.232.164,"Mumbai, IN",FP-A2F5372F64,Login,1
2026-07-08T16:56:42.890812,VPN-E3D5DC4D,EMP-2278,103.45.99.54,"Mumbai, IN",FP-C20F98A494,Login,1
2026-07-11T12:56:42.890812,VPN-7C5B229B,EMP-7575,103.45.165.230,"Moscow, RU",FP-B5A8C246F8,Failed Login Blocked,0
2026-07-08T01:15:42.890812,VPN-21B28632,EMP-4474,103.45.134.252,"Bangalore, IN",FP-B4A92A9B7F,Login,1
