timestamp,event_id,source_ip,dest_ip,process_name,event_type,action,device_id,username,mitre_technique,alert_level
2026-07-09T03:58:42.881813,EV-F3BC99C9,10.240.107.98,192.168.133.21,wsmprovhost.exe,Privilege Escalation,Allowed,DEV-5BD868,EMP-3196,None,Informational
2026-07-06T06:39:42.881813,EV-64EAE71A,10.240.123.35,192.168.16.41,svchost.exe,File Write,Allowed,DEV-A333CF,EMP-2641,None,Informational
2026-07-05T00:03:42.881813,EV-4D673BE2,10.240.4.228,192.168.197.234,powershell.exe,Registry Modify,Allowed,DEV-DAE9E8,EMP-6133,None,Informational
2026-07-05T07:15:42.881813,EV-C12E2698,10.240.161.245,192.168.99.186,chrome.exe,File Read,Allowed,DEV-A5AAA5,EMP-7305,None,Informational
2026-07-11T15:40:42.881813,EV-1895F588,10.240.126.8,192.168.167.223,chrome.exe,Network Connection,Allowed,DEV-C9D212,EMP-3281,None,Informational
2026-07-11T00:47:42.881813,EV-EA2C4EC3,10.240.254.90,192.168.146.171,cmd.exe,File Write,Allowed,DEV-BCC9E5,EMP-7284,None,Informational
2026-07-09T13:24:42.881813,EV-C33F1AAB,10.240.247.224,192.168.74.81,wsmprovhost.exe,File Write,Detected,DEV-C83E59,EMP-1047,T1021.006 (Remote Services: Windows Remote Management),Medium
2026-07-06T21:35:42.881813,EV-58867D09,10.240.63.155,192.168.157.42,sqlservr.exe,File Write,Allowed,DEV-0663CA,EMP-3954,None,Informational
2026-07-06T03:44:42.881813,EV-7504572B,10.240.131.144,192.168.124.216,svchost.exe,File Read,Allowed,DEV-694E51,EMP-9562,None,Informational
2026-07-07T05:34:42.881813,EV-8E2B7DD4,10.240.11.30,192.168.221.198,sqlservr.exe,Network Connection,Allowed,DEV-743F80,EMP-5961,None,Informational
2026-07-09T06:53:42.881813,EV-0B2626C0,10.240.15.167,192.168.51.21,lsass.exe,Privilege Escalation,Allowed,DEV-F4BB15,EMP-2823,None,Informational
2026-07-09T05:53:42.881813,EV-FFC2A2C6,10.240.7.88,192.168.103.33,powershell.exe,Privilege Escalation,Allowed,DEV-626E28,EMP-4080,None,Informational
2026-07-10T01:38:42.881813,EV-F7657987,10.240.94.52,192.168.251.245,cmd.exe,Process Creation,Allowed,DEV-3FA591,EMP-3811,None,Informational
2026-07-07T23:41:42.881813,EV-E83B822F,10.240.161.172,192.168.247.49,cmd.exe,Registry Modify,Allowed,DEV-EAA967,EMP-5116,None,Informational
2026-07-06T12:35:42.881813,EV-81B15DB1,10.240.28.68,192.168.126.207,lsass.exe,Process Creation,Allowed,DEV-B76CE5,EMP-5065,None,Informational
2026-07-09T13:41:42.881813,EV-9BA97FF1,10.240.74.10,192.168.28.42,cmd.exe,Network Connection,Allowed,DEV-E15603,EMP-7818,None,Informational
2026-07-08T11:13:42.881813,EV-0631D1A0,10.240.124.54,192.168.78.205,chrome.exe,File Read,Allowed,DEV-97619B,EMP-7637,None,Informational
2026-07-09T12:41:42.881813,EV-B4F0E72E,10.240.169.28,192.168.142.170,wsmprovhost.exe,Privilege Escalation,Allowed,DEV-3AE773,EMP-1021,None,Informational
2026-07-11T12:06:42.881813,EV-F77C0036,10.240.34.74,192.168.19.254,chrome.exe,Process Creation,Allowed,DEV-D42689,EMP-5670,None,Informational
2026-07-11T01:11:42.881813,EV-450337E1,10.240.210.29,192.168.143.152,wsmprovhost.exe,Network Connection,Allowed,DEV-F3A99D,EMP-3374,None,Informational
2026-07-07T00:46:42.881813,EV-C65DE3F2,10.240.252.79,192.168.198.51,lsass.exe,File Write,Allowed,DEV-3D0F32,EMP-8608,None,Informational
2026-07-10T07:59:42.881813,EV-2411DE1E,10.240.101.86,192.168.227.11,chrome.exe,File Read,Allowed,DEV-BE3F39,EMP-7212,None,Informational
2026-07-07T12:57:42.881813,EV-173F09B8,10.240.207.7,192.168.105.240,powershell.exe,Network Connection,Allowed,DEV-902855,EMP-4444,None,Informational
2026-07-06T12:07:42.881813,EV-707285E0,10.240.109.4,192.168.61.214,wsmprovhost.exe,Process Creation,Allowed,DEV-F3CB98,EMP-3033,None,Informational
2026-07-10T05:36:42.881813,EV-95C266E2,10.240.8.170,192.168.205.206,chrome.exe,File Write,Allowed,DEV-7872DE,EMP-3474,None,Informational
2026-07-05T17:46:42.881813,EV-27264F36,10.240.184.71,192.168.176.39,svchost.exe,Process Creation,Allowed,DEV-D4E535,EMP-2824,None,Informational
2026-07-07T17:02:42.881813,EV-0E955600,10.240.44.92,192.168.251.76,chrome.exe,File Read,Allowed,DEV-59AD1D,EMP-2139,None,Informational
2026-07-11T14:01:42.881813,EV-0EDF48E4,10.240.44.152,192.168.129.182,chrome.exe,File Write,Allowed,DEV-6B4C5F,EMP-1790,None,Informational
2026-07-09T14:06:42.881813,EV-2D349465,10.240.202.165,192.168.60.172,chrome.exe,Process Creation,Allowed,DEV-98569D,EMP-6072,None,Informational
2026-07-10T16:55:42.881813,EV-2D20E739,10.240.14.193,192.168.11.204,lsass.exe,Privilege Escalation,Detected,DEV-450FE0,EMP-1344,T1003 (Credential Dumping),High
2026-07-05T05:59:42.881813,EV-9C038329,10.240.29.128,192.168.39.69,cmd.exe,File Read,Allowed,DEV-C900AD,EMP-4567,None,Informational
2026-07-11T01:46:42.881813,EV-F1B0E1D2,10.240.117.157,192.168.173.136,cmd.exe,Network Connection,Allowed,DEV-FB827B,EMP-4264,None,Informational
2026-07-10T04:29:42.881813,EV-872EF4EA,10.240.247.4,192.168.72.179,powershell.exe,Privilege Escalation,Allowed,DEV-A66008,EMP-9349,None,Informational
2026-07-07T02:37:42.881813,EV-7D3C8E9A,10.240.80.79,192.168.51.131,wsmprovhost.exe,Process Creation,Detected,DEV-17B39D,EMP-3307,T1021.006 (Remote Services: Windows Remote Management),Medium
2026-07-10T03:33:42.881813,EV-E357CBB6,10.240.159.107,192.168.7.45,svchost.exe,File Read,Allowed,DEV-0DF345,EMP-3754,None,Informational
2026-07-08T09:03:42.881813,EV-20945607,10.240.187.114,192.168.68.196,sqlservr.exe,Privilege Escalation,Allowed,DEV-9EC535,EMP-4914,None,Informational
2026-07-07T04:50:42.881813,EV-308726A6,10.240.145.52,192.168.20.101,chrome.exe,File Write,Allowed,DEV-9C00E8,EMP-8989,None,Informational
2026-07-05T11:05:42.881813,EV-5C8C8755,10.240.146.55,192.168.233.125,chrome.exe,Network Connection,Allowed,DEV-CD7348,EMP-1123,None,Informational
2026-07-06T17:49:42.881813,EV-3B9B2A32,10.240.190.247,192.168.250.127,wsmprovhost.exe,File Write,Detected,DEV-D78279,EMP-6054,T1021.006 (Remote Services: Windows Remote Management),Medium
2026-07-06T21:37:42.881813,EV-E7195389,10.240.141.197,192.168.60.104,cmd.exe,File Read,Allowed,DEV-8A64BF,EMP-2375,None,Informational
2026-07-05T23:25:42.881813,EV-27A75C32,10.240.32.105,192.168.185.150,powershell.exe,Registry Modify,Allowed,DEV-7BDBE1,EMP-6549,None,Informational
2026-07-04T22:55:42.881813,EV-C143BC68,10.240.100.46,192.168.134.154,wsmprovhost.exe,File Read,Allowed,DEV-40EE54,EMP-5926,None,Informational
2026-07-09T21:13:42.881813,EV-20FD0E76,10.240.195.104,192.168.218.241,svchost.exe,Privilege Escalation,Allowed,DEV-A2F5B9,EMP-5212,None,Informational
2026-07-06T23:29:42.881813,EV-FAEBF647,10.240.196.174,192.168.198.160,wsmprovhost.exe,Privilege Escalation,Allowed,DEV-46B2DE,EMP-8033,None,Informational
2026-07-09T19:08:42.881813,EV-9B621F42,10.240.202.188,192.168.21.117,lsass.exe,File Read,Allowed,DEV-AC5D0B,EMP-3520,None,Informational
2026-07-08T10:56:42.881813,EV-30489FD8,10.240.221.203,192.168.216.154,lsass.exe,File Read,Allowed,DEV-E28CFB,EMP-4503,None,Informational
2026-07-10T03:00:42.881813,EV-E5F6C633,10.240.69.105,192.168.214.220,sqlservr.exe,Network Connection,Allowed,DEV-DC5408,EMP-1055,None,Informational
2026-07-10T11:08:42.881813,EV-72CCCEA1,10.240.210.132,192.168.26.136,chrome.exe,Process Creation,Allowed,DEV-56C92C,EMP-7756,None,Informational
2026-07-07T10:16:42.881813,EV-8810529D,10.240.209.127,192.168.224.89,lsass.exe,Network Connection,Allowed,DEV-1AE483,EMP-1193,None,Informational
2026-07-05T16:33:42.881813,EV-7941D60B,10.240.231.106,192.168.216.74,powershell.exe,File Write,Detected,DEV-EFC7EA,EMP-1857,T1059.001 (Command and Scripting Interpreter: PowerShell),High
2026-07-11T01:34:42.881813,EV-D00AD1F8,10.240.101.189,192.168.1.165,chrome.exe,Process Creation,Allowed,DEV-5984EC,EMP-8738,None,Informational
2026-07-06T18:05:42.881813,EV-8405AAC8,10.240.112.131,192.168.48.203,wsmprovhost.exe,File Read,Allowed,DEV-C0F46A,EMP-6065,None,Informational
2026-07-08T05:22:42.881813,EV-17DD97A8,10.240.116.220,192.168.139.123,chrome.exe,Privilege Escalation,Allowed,DEV-150163,EMP-9880,None,Informational
2026-07-11T14:40:42.881813,EV-26FB17B6,10.240.131.160,192.168.40.180,lsass.exe,Process Creation,Allowed,DEV-18912E,EMP-9556,None,Informational
2026-07-07T07:54:42.881813,EV-9BE236CD,10.240.133.25,192.168.91.66,chrome.exe,File Write,Allowed,DEV-A077C2,EMP-4710,None,Informational
2026-07-08T01:19:42.881813,EV-8C8DBD94,10.240.30.142,192.168.90.67,cmd.exe,File Write,Allowed,DEV-E29101,EMP-7764,None,Informational
2026-07-11T13:16:42.881813,EV-4C7E1C48,10.240.159.158,192.168.235.181,chrome.exe,Privilege Escalation,Allowed,DEV-892BAF,EMP-3457,None,Informational
2026-07-07T03:21:42.881813,EV-ABF88986,10.240.249.19,192.168.113.47,sqlservr.exe,Network Connection,Allowed,DEV-DCAE6F,EMP-1225,None,Informational
2026-07-05T00:11:42.881813,EV-03FEE89E,10.240.175.111,192.168.254.213,svchost.exe,Network Connection,Allowed,DEV-5D58C9,EMP-4403,None,Informational
2026-07-07T17:35:42.881813,EV-30401619,10.240.153.46,192.168.74.209,sqlservr.exe,Privilege Escalation,Allowed,DEV-06381E,EMP-3581,None,Informational
2026-07-11T03:57:42.881813,EV-A960FDD8,10.240.21.91,192.168.19.197,sqlservr.exe,Network Connection,Allowed,DEV-F7C5B1,EMP-7017,None,Informational
2026-07-10T17:14:42.881813,EV-565083CA,10.240.114.77,192.168.41.227,powershell.exe,Network Connection,Allowed,DEV-DE79C2,EMP-3871,None,Informational
2026-07-11T02:31:42.881813,EV-4EF41D34,10.240.213.11,192.168.30.161,sqlservr.exe,File Read,Allowed,DEV-2B32F2,EMP-9052,None,Informational
2026-07-11T12:34:42.881813,EV-C2116B47,10.240.59.3,192.168.123.113,chrome.exe,Process Creation,Allowed,DEV-286CD8,EMP-3305,None,Informational
2026-07-07T00:32:42.881813,EV-114D43FD,10.240.249.146,192.168.190.168,chrome.exe,Registry Modify,Allowed,DEV-66E4BE,EMP-9003,None,Informational
2026-07-07T12:27:42.881813,EV-AFD03C88,10.240.210.85,192.168.120.86,chrome.exe,Privilege Escalation,Allowed,DEV-5661F8,EMP-5888,None,Informational
2026-07-07T21:54:42.881813,EV-946D7088,10.240.65.238,192.168.194.148,chrome.exe,File Write,Allowed,DEV-45A1AA,EMP-8418,None,Informational
2026-07-11T16:17:42.881813,EV-09624961,10.240.141.47,192.168.129.12,cmd.exe,Registry Modify,Allowed,DEV-64D26A,EMP-2518,None,Informational
2026-07-05T07:40:42.881813,EV-CDDAE485,10.240.32.183,192.168.62.208,lsass.exe,Process Creation,Allowed,DEV-D3B223,EMP-7165,None,Informational
2026-07-08T16:58:42.881813,EV-7B1D549C,10.240.214.15,192.168.53.19,cmd.exe,File Write,Allowed,DEV-9B39DD,EMP-9199,None,Informational
2026-07-09T02:02:42.881813,EV-08803EA2,10.240.203.48,192.168.82.72,svchost.exe,File Read,Allowed,DEV-3576F2,EMP-9079,None,Informational
2026-07-05T11:16:42.881813,EV-BA6BE702,10.240.226.166,192.168.110.87,lsass.exe,Privilege Escalation,Detected,DEV-DF4680,EMP-5233,T1003 (Credential Dumping),Medium
2026-07-08T05:11:42.881813,EV-C7BA18E2,10.240.190.21,192.168.203.89,cmd.exe,Privilege Escalation,Allowed,DEV-B3AB24,EMP-4169,None,Informational
2026-07-07T02:30:42.881813,EV-7C7CAE6C,10.240.234.18,192.168.172.173,cmd.exe,Registry Modify,Allowed,DEV-936B3C,EMP-8742,None,Informational
2026-07-07T01:16:42.881813,EV-31329ABF,10.240.229.69,192.168.89.50,wsmprovhost.exe,Privilege Escalation,Detected,DEV-07AE3E,EMP-4272,T1021.006 (Remote Services: Windows Remote Management),Medium
2026-07-06T16:28:42.881813,EV-1590DD76,10.240.27.241,192.168.236.32,lsass.exe,Network Connection,Allowed,DEV-18EE9D,EMP-3046,None,Informational
2026-07-06T01:56:42.881813,EV-CB36B31A,10.240.44.37,192.168.222.236,sqlservr.exe,Process Creation,Allowed,DEV-6344B2,EMP-5573,None,Informational
2026-07-06T12:37:42.881813,EV-66BC1E4A,10.240.46.223,192.168.108.237,lsass.exe,File Write,Detected,DEV-85B9B2,EMP-7979,T1003 (Credential Dumping),High
2026-07-06T22:17:42.881813,EV-50FDC0CF,10.240.174.212,192.168.221.137,svchost.exe,File Read,Allowed,DEV-EF0202,EMP-9174,None,Informational
2026-07-09T18:19:42.881813,EV-E04EF1E4,10.240.159.184,192.168.73.148,cmd.exe,File Write,Allowed,DEV-4576AF,EMP-4230,None,Informational
2026-07-10T02:58:42.881813,EV-5B9B5A23,10.240.124.148,192.168.64.24,chrome.exe,Process Creation,Allowed,DEV-9C8F76,EMP-5084,None,Informational
2026-07-10T03:57:42.881813,EV-3B874212,10.240.92.156,192.168.14.161,chrome.exe,Network Connection,Allowed,DEV-D62C7E,EMP-5137,None,Informational
2026-07-05T14:59:42.881813,EV-A5853D9B,10.240.161.72,192.168.223.152,lsass.exe,Network Connection,Allowed,DEV-CFDFFA,EMP-9038,None,Informational
2026-07-06T10:30:42.881813,EV-99E537E5,10.240.211.16,192.168.227.166,svchost.exe,Privilege Escalation,Allowed,DEV-A433E5,EMP-9008,None,Informational
2026-07-10T17:01:42.881813,EV-B31C7FE3,10.240.75.135,192.168.101.140,sqlservr.exe,Process Creation,Blocked,DEV-80CA1F,EMP-7518,T1048 (Exfiltration Over Alternative Protocol),Critical
2026-07-08T22:44:42.881813,EV-CAAA82A3,10.240.198.125,192.168.86.5,chrome.exe,Process Creation,Allowed,DEV-D70722,EMP-6802,None,Informational
2026-07-07T02:56:42.881813,EV-EFE644B5,10.240.47.157,192.168.41.180,cmd.exe,File Read,Allowed,DEV-45CACC,EMP-3794,None,Informational
2026-07-11T19:30:42.881813,EV-8A684F4C,10.240.159.5,192.168.146.174,svchost.exe,Process Creation,Allowed,DEV-259A5A,EMP-7859,None,Informational
2026-07-09T23:55:42.881813,EV-5565936D,10.240.201.16,192.168.147.15,sqlservr.exe,File Write,Allowed,DEV-F5AA80,EMP-9318,None,Informational
2026-07-05T02:16:42.881813,EV-15D7BB96,10.240.47.49,192.168.142.247,svchost.exe,Registry Modify,Allowed,DEV-AFB471,EMP-8396,None,Informational
2026-07-08T16:42:42.881813,EV-F089928A,10.240.68.236,192.168.198.181,sqlservr.exe,Privilege Escalation,Allowed,DEV-055BB5,EMP-2172,None,Informational
2026-07-09T20:17:42.881813,EV-8B46E6E1,10.240.7.98,192.168.85.198,svchost.exe,Process Creation,Allowed,DEV-E4BECB,EMP-4037,None,Informational
2026-07-11T00:12:42.881813,EV-B774ADFC,10.240.80.12,192.168.121.52,chrome.exe,File Read,Allowed,DEV-AD4292,EMP-4046,None,Informational
2026-07-07T14:01:42.881813,EV-FC183619,10.240.26.242,192.168.193.108,sqlservr.exe,Process Creation,Allowed,DEV-5F72BA,EMP-6587,None,Informational
2026-07-07T20:01:42.881813,EV-8945D9D9,10.240.235.184,192.168.129.122,lsass.exe,File Read,Allowed,DEV-DBBE63,EMP-7756,None,Informational
2026-07-05T18:37:42.881813,EV-DA371E1A,10.240.207.153,192.168.113.204,cmd.exe,Process Creation,Allowed,DEV-2C91D5,EMP-7974,None,Informational
2026-07-11T10:46:42.881813,EV-05F80C83,10.240.156.223,192.168.191.197,powershell.exe,File Read,Allowed,DEV-826FDD,EMP-7630,None,Informational
2026-07-06T03:53:42.881813,EV-7CA97B00,10.240.67.214,192.168.100.135,svchost.exe,File Read,Allowed,DEV-BE81E7,EMP-3593,None,Informational
2026-07-08T04:02:42.881813,EV-F8C02EDF,10.240.40.68,192.168.162.167,lsass.exe,Privilege Escalation,Allowed,DEV-BBBFEC,EMP-2294,None,Informational
2026-07-09T08:36:42.881813,EV-D95F57A3,10.240.166.98,192.168.4.111,cmd.exe,File Read,Allowed,DEV-35DA9F,EMP-2858,None,Informational
2026-07-06T15:48:42.881813,EV-3DA0C609,10.240.215.26,192.168.242.10,chrome.exe,Process Creation,Allowed,DEV-D7FFF6,EMP-4570,None,Informational
2026-07-11T08:10:42.881813,EV-47E8F09C,10.240.96.64,192.168.68.238,chrome.exe,Network Connection,Allowed,DEV-4082BB,EMP-1619,None,Informational
2026-07-06T01:34:42.881813,EV-BFF708E7,10.240.93.114,192.168.231.180,cmd.exe,Privilege Escalation,Allowed,DEV-1E6C34,EMP-2733,None,Informational
2026-07-10T03:09:42.881813,EV-383BDE6C,10.240.205.42,192.168.158.172,powershell.exe,File Write,Allowed,DEV-4B7CE5,EMP-8630,None,Informational
2026-07-09T00:35:42.881813,EV-647F07CA,10.240.223.180,192.168.90.94,powershell.exe,Privilege Escalation,Allowed,DEV-D59E14,EMP-4938,None,Informational
2026-07-08T20:13:42.881813,EV-968F3DE6,10.240.163.43,192.168.220.32,cmd.exe,File Write,Allowed,DEV-3B5003,EMP-6930,None,Informational
2026-07-07T16:47:42.881813,EV-AB11F67A,10.240.61.171,192.168.87.62,svchost.exe,Registry Modify,Allowed,DEV-0AE2C9,EMP-4857,None,Informational
2026-07-09T23:19:42.881813,EV-972C2408,10.240.217.118,192.168.66.171,chrome.exe,Privilege Escalation,Allowed,DEV-B1EB81,EMP-8856,None,Informational
2026-07-07T04:22:42.881813,EV-7106CBA3,10.240.24.113,192.168.199.251,chrome.exe,Process Creation,Allowed,DEV-D31134,EMP-1068,None,Informational
2026-07-11T13:55:42.881813,EV-F2E2A894,10.240.93.106,192.168.220.187,chrome.exe,Registry Modify,Allowed,DEV-64A886,EMP-5923,None,Informational
2026-07-09T23:56:42.881813,EV-8C30A18C,10.240.236.110,192.168.215.14,chrome.exe,File Read,Allowed,DEV-A7FA99,EMP-8857,None,Informational
2026-07-05T02:28:42.881813,EV-D6A7CAFC,10.240.89.28,192.168.161.167,powershell.exe,Process Creation,Detected,DEV-27F91D,EMP-9943,T1059.001 (Command and Scripting Interpreter: PowerShell),Medium
2026-07-09T08:01:42.881813,EV-0D540882,10.240.43.9,192.168.229.56,sqlservr.exe,Registry Modify,Allowed,DEV-A76A0D,EMP-3336,None,Informational
2026-07-11T15:37:42.881813,EV-B1473D65,10.240.189.156,192.168.244.7,chrome.exe,Process Creation,Allowed,DEV-38EA70,EMP-4070,None,Informational
2026-07-09T15:13:42.881813,EV-84E6BF2D,10.240.231.94,192.168.202.195,lsass.exe,Process Creation,Detected,DEV-6B1FB8,EMP-6094,T1003 (Credential Dumping),Medium
2026-07-07T00:47:42.881813,EV-94106AC4,10.240.8.154,192.168.85.168,cmd.exe,Registry Modify,Allowed,DEV-E2EBD0,EMP-6907,None,Informational
2026-07-08T11:55:42.881813,EV-9F8704C7,10.240.5.208,192.168.26.128,svchost.exe,Registry Modify,Allowed,DEV-5E9CCE,EMP-1650,None,Informational
2026-07-10T10:41:42.881813,EV-0F3868D3,10.240.155.249,192.168.88.228,wsmprovhost.exe,File Write,Allowed,DEV-087EF9,EMP-3636,None,Informational
2026-07-06T18:00:42.881813,EV-2F243FDF,10.240.252.60,192.168.12.174,wsmprovhost.exe,Process Creation,Allowed,DEV-CB4F5D,EMP-3763,None,Informational
2026-07-05T15:40:42.881813,EV-7F0C0C6B,10.240.27.250,192.168.52.252,powershell.exe,Process Creation,Allowed,DEV-D0453B,EMP-9904,None,Informational
2026-07-11T17:47:42.881813,EV-BD403A7B,10.240.252.188,192.168.64.202,cmd.exe,Network Connection,Allowed,DEV-D32BD8,EMP-6886,None,Informational
2026-07-07T06:13:42.881813,EV-7DC469E3,10.240.152.58,192.168.183.84,chrome.exe,Privilege Escalation,Allowed,DEV-E8D418,EMP-7167,None,Informational
2026-07-08T08:50:42.881813,EV-F8BA8364,10.240.215.236,192.168.202.166,chrome.exe,Network Connection,Allowed,DEV-FA6743,EMP-6383,None,Informational
2026-07-06T17:41:42.881813,EV-8079567E,10.240.253.206,192.168.246.157,sqlservr.exe,Network Connection,Allowed,DEV-29732B,EMP-5330,None,Informational
2026-07-08T20:39:42.881813,EV-BE39C729,10.240.15.124,192.168.189.253,chrome.exe,File Read,Allowed,DEV-846BB9,EMP-1723,None,Informational
2026-07-07T03:16:42.881813,EV-2377C05C,10.240.224.219,192.168.204.114,chrome.exe,Network Connection,Allowed,DEV-A526A8,EMP-4032,None,Informational
2026-07-11T08:30:42.881813,EV-84CEFAE5,10.240.90.113,192.168.54.188,powershell.exe,File Write,Allowed,DEV-76B802,EMP-4143,None,Informational
2026-07-05T12:44:42.881813,EV-DFB65D4F,10.240.5.157,192.168.110.102,lsass.exe,Privilege Escalation,Allowed,DEV-FA612A,EMP-8209,None,Informational
2026-07-10T12:50:42.881813,EV-2447FD78,10.240.235.172,192.168.142.32,wsmprovhost.exe,File Write,Detected,DEV-D28AB3,EMP-9388,T1021.006 (Remote Services: Windows Remote Management),Medium
2026-07-04T23:49:42.881813,EV-617B8D63,10.240.44.15,192.168.242.190,chrome.exe,Registry Modify,Allowed,DEV-0CDF3C,EMP-6158,None,Informational
2026-07-05T05:57:42.881813,EV-2F5B7C93,10.240.26.124,192.168.175.204,sqlservr.exe,Process Creation,Allowed,DEV-B8475C,EMP-4149,None,Informational
2026-07-05T11:26:42.881813,EV-70310A5F,10.240.176.38,192.168.37.136,cmd.exe,File Write,Allowed,DEV-9D5E07,EMP-2775,None,Informational
2026-07-09T11:27:42.881813,EV-25493DAE,10.240.235.99,192.168.55.241,sqlservr.exe,Registry Modify,Allowed,DEV-037F22,EMP-2555,None,Informational
2026-07-07T02:34:42.881813,EV-36C42B1E,10.240.152.168,192.168.237.220,cmd.exe,Process Creation,Allowed,DEV-F42A80,EMP-6364,None,Informational
2026-07-06T00:26:42.881813,EV-83F5299D,10.240.66.158,192.168.247.72,powershell.exe,Registry Modify,Allowed,DEV-F45282,EMP-8976,None,Informational
2026-07-10T18:09:42.881813,EV-347750C0,10.240.82.189,192.168.175.198,sqlservr.exe,Network Connection,Allowed,DEV-8C9842,EMP-6179,None,Informational
2026-07-11T13:02:42.881813,EV-F135A40B,10.240.116.2,192.168.25.40,wsmprovhost.exe,File Write,Allowed,DEV-544FF1,EMP-2829,None,Informational
2026-07-06T16:10:42.881813,EV-B131F197,10.240.211.147,192.168.11.53,sqlservr.exe,File Read,Allowed,DEV-6C11EF,EMP-8052,None,Informational
2026-07-10T17:53:42.881813,EV-DB97AE5A,10.240.15.71,192.168.144.100,cmd.exe,Privilege Escalation,Allowed,DEV-680D47,EMP-9694,None,Informational
2026-07-08T07:05:42.881813,EV-3FD7FAB9,10.240.153.74,192.168.239.62,powershell.exe,Network Connection,Allowed,DEV-17CF1B,EMP-6094,None,Informational
2026-07-07T01:51:42.881813,EV-5625E248,10.240.45.250,192.168.96.103,cmd.exe,Registry Modify,Allowed,DEV-E5EF40,EMP-2364,None,Informational
2026-07-11T03:30:42.881813,EV-EC3AEAC6,10.240.81.235,192.168.59.112,chrome.exe,File Write,Allowed,DEV-59F6AD,EMP-6614,None,Informational
2026-07-09T11:39:42.881813,EV-EA456049,10.240.168.117,192.168.218.203,cmd.exe,Network Connection,Allowed,DEV-E78C49,EMP-9685,None,Informational
2026-07-07T07:13:42.881813,EV-86ADD3D8,10.240.14.171,192.168.35.254,chrome.exe,File Read,Allowed,DEV-76D24F,EMP-8475,None,Informational
2026-07-07T20:36:42.881813,EV-2DEFA9C7,10.240.64.146,192.168.32.106,chrome.exe,File Write,Allowed,DEV-8CFBB7,EMP-5622,None,Informational
2026-07-07T01:55:42.881813,EV-E447CC8F,10.240.38.80,192.168.95.156,lsass.exe,File Write,Detected,DEV-A43DF7,EMP-7941,T1003 (Credential Dumping),High
2026-07-08T04:48:42.881813,EV-74D381F0,10.240.219.67,192.168.86.39,lsass.exe,Network Connection,Allowed,DEV-A41936,EMP-1632,None,Informational
2026-07-11T11:26:42.881813,EV-6B12BD53,10.240.191.140,192.168.52.37,svchost.exe,Registry Modify,Allowed,DEV-4A8A5F,EMP-6146,None,Informational
2026-07-09T04:16:42.881813,EV-65F45D95,10.240.250.180,192.168.225.1,lsass.exe,Network Connection,Allowed,DEV-270FE7,EMP-2369,None,Informational
2026-07-05T04:37:42.881813,EV-F4DD7A47,10.240.19.195,192.168.18.172,svchost.exe,Privilege Escalation,Allowed,DEV-56F94D,EMP-4984,None,Informational
2026-07-08T05:47:42.881813,EV-9599B428,10.240.222.217,192.168.152.1,svchost.exe,File Read,Allowed,DEV-EF0A23,EMP-5484,None,Informational
2026-07-10T06:43:42.881813,EV-85C3C13D,10.240.57.203,192.168.45.93,sqlservr.exe,Privilege Escalation,Allowed,DEV-179B8F,EMP-3002,None,Informational
2026-07-10T23:17:42.881813,EV-D9720C48,10.240.128.13,192.168.18.251,powershell.exe,Privilege Escalation,Allowed,DEV-E935FC,EMP-9430,None,Informational
2026-07-05T01:36:42.881813,EV-25A6D056,10.240.193.65,192.168.235.223,powershell.exe,Process Creation,Allowed,DEV-D19B77,EMP-2695,None,Informational
