timestamp,employee_id,working_hours_drift,email_volume_drift,keyboard_cadence_drift,cmd_anomaly_drift
2026-07-06T15:12:42.900846,EMP-2692,113.2,218.37,-8.03,73.77
2026-07-10T20:20:42.900846,EMP-9434,40.46,79.55,37.51,7.69
2026-07-10T01:34:42.900846,EMP-3246,42.04,36.78,50.56,57.34
2026-07-05T12:49:42.900846,EMP-1127,102.94,68.95,27.62,42.46
2026-07-06T22:33:42.900846,EMP-2355,24.92,174.51,12.66,58.49
2026-07-10T16:48:42.900846,EMP-4856,-5.18,98.62,8.34,37.27
2026-07-11T00:09:42.900846,EMP-1746,-2.12,73.66,5.75,48.56
2026-07-10T23:33:42.900846,EMP-3467,74.95,213.1,76.75,83.71
2026-07-09T04:59:42.900846,EMP-8442,-9.4,281.07,33.88,53.65
2026-07-10T06:41:42.900846,EMP-5733,8.95,233.4,3.21,13.15
2026-07-05T04:45:42.900846,EMP-8089,45.76,98.94,67.72,53.56
2026-07-08T11:26:42.900846,EMP-6419,49.59,273.64,30.42,35.33
2026-07-10T23:16:42.900846,EMP-7040,74.52,186.3,-9.53,65.36
2026-07-11T06:01:42.900846,EMP-4957,46.29,3.09,45.9,5.96
2026-07-06T11:07:42.900846,EMP-7759,64.67,59.58,20.62,35.22
2026-07-04T22:59:42.900846,EMP-9908,14.55,5.13,73.85,80.58
2026-07-06T14:57:42.900846,EMP-9434,12.79,155.85,46.59,19.87
2026-07-09T02:37:42.900846,EMP-2621,75.28,56.27,50.25,21.55
2026-07-06T19:55:42.900846,EMP-2392,83.1,13.82,-6.68,53.05
2026-07-08T13:11:42.900846,EMP-4563,-5.78,221.45,66.58,17.03
2026-07-07T08:58:42.900846,EMP-2826,108.09,-15.6,12.81,83.19
2026-07-11T22:10:42.900846,EMP-5036,58.69,256.24,28.57,36.93
2026-07-07T21:19:42.900846,EMP-1759,7.09,41.0,-13.25,84.38
2026-07-11T15:34:42.900846,EMP-5181,61.54,-10.81,73.31,78.76
2026-07-06T15:07:42.900846,EMP-1115,117.44,206.7,-14.81,56.96
2026-07-07T02:12:42.900846,EMP-9547,79.84,64.2,44.76,15.27
2026-07-05T19:52:42.900846,EMP-2393,76.53,62.25,31.13,40.71
2026-07-10T05:22:42.900846,EMP-1312,94.47,216.87,-9.83,74.57
2026-07-09T02:08:42.900846,EMP-3916,102.77,154.17,24.59,89.36
2026-07-05T00:18:42.900846,EMP-1656,32.68,-13.12,-1.06,78.23
2026-07-07T15:07:42.900846,EMP-5480,11.75,273.48,18.76,45.35
2026-07-08T21:55:42.900846,EMP-6525,56.11,-19.73,22.87,29.65
2026-07-11T02:22:42.900846,EMP-3248,31.22,172.41,25.34,9.91
2026-07-10T08:03:42.900846,EMP-9594,72.6,217.58,32.49,72.08
2026-07-09T15:40:42.900846,EMP-5661,105.05,185.39,42.87,13.7
2026-07-09T03:55:42.900846,EMP-9667,113.25,200.0,31.29,77.9
2026-07-10T11:27:42.900846,EMP-9577,-4.43,261.0,76.83,8.08
2026-07-11T19:48:42.900846,EMP-3874,119.16,106.8,14.57,69.68
2026-07-07T12:19:42.900846,EMP-9550,68.49,281.3,73.94,48.17
2026-07-09T22:01:42.900846,EMP-5503,59.72,160.7,29.3,73.37
2026-07-09T06:15:42.900846,EMP-1754,85.9,-16.83,63.92,89.96
2026-07-05T18:52:42.900846,EMP-2977,35.86,253.45,46.2,3.98
2026-07-06T09:29:42.900846,EMP-7341,112.49,168.27,-7.54,37.77
2026-07-07T00:59:42.900846,EMP-2187,14.44,28.06,73.01,72.01
2026-07-09T06:08:42.900846,EMP-9749,94.65,55.23,-14.93,15.0
2026-07-10T09:19:42.900846,EMP-4577,3.29,-4.01,51.98,78.07
2026-07-05T23:06:42.900846,EMP-8958,4.33,-8.5,32.31,45.75
2026-07-06T11:50:42.900846,EMP-8307,99.06,176.91,67.12,89.67
2026-07-07T01:57:42.900846,EMP-4474,53.0,83.81,-3.1,37.05
2026-07-10T05:45:42.900846,EMP-9763,17.85,235.91,35.24,42.15
2026-07-07T18:07:42.900846,EMP-5267,9.33,60.76,11.52,8.07
2026-07-06T10:14:42.900846,EMP-2403,24.06,258.29,66.58,12.53
2026-07-05T23:33:42.900846,EMP-5780,52.95,92.92,3.69,26.28
2026-07-07T05:53:42.900846,EMP-9755,61.48,252.47,59.08,53.87
2026-07-08T23:36:42.900846,EMP-9477,-0.38,159.52,-13.32,10.94
2026-07-08T21:31:42.900846,EMP-9263,62.14,-1.86,20.64,43.53
2026-07-10T05:44:42.900846,EMP-8593,18.49,-9.17,-11.92,75.67
2026-07-10T02:01:42.900846,EMP-6184,94.07,55.85,3.46,3.83
2026-07-09T02:08:42.900846,EMP-7677,74.82,192.69,-4.5,82.69
2026-07-10T16:14:42.900846,EMP-7859,59.87,168.67,45.6,22.35
2026-07-06T05:23:42.900846,EMP-3101,49.52,285.91,27.09,71.35
2026-07-06T05:52:42.900846,EMP-7107,4.52,-1.65,12.2,75.14
2026-07-05T17:31:42.900846,EMP-1272,64.37,63.69,-8.34,9.72
2026-07-10T05:50:42.900846,EMP-4603,104.0,284.89,7.19,49.35
2026-07-08T17:08:42.900846,EMP-5609,-5.1,134.44,11.69,14.35
2026-07-08T21:09:42.900846,EMP-9616,29.68,225.53,75.94,88.81
2026-07-05T13:31:42.900846,EMP-9880,97.68,97.69,34.76,26.58
2026-07-07T11:13:42.900846,EMP-5409,7.59,268.66,-11.3,37.33
2026-07-07T07:46:42.900846,EMP-3128,80.55,33.24,-12.32,39.73
2026-07-09T02:56:42.900846,EMP-5079,-3.71,-8.87,43.81,3.86
2026-07-07T10:28:42.900846,EMP-3008,110.88,144.02,0.08,47.85
2026-07-09T07:17:42.900846,EMP-7656,82.23,-6.81,19.93,24.62
2026-07-11T08:36:42.900846,EMP-8615,3.7,243.11,14.18,25.55
2026-07-06T14:35:42.900846,EMP-9245,79.16,108.75,2.11,53.72
2026-07-10T13:23:42.900846,EMP-3029,88.33,58.27,15.5,30.52
2026-07-09T03:16:42.900846,EMP-9338,65.38,122.04,70.17,6.16
2026-07-09T13:28:42.900846,EMP-1079,-2.65,159.13,76.47,40.38
2026-07-05T18:11:42.900846,EMP-3282,91.97,-4.4,72.38,68.4
2026-07-10T06:22:42.900846,EMP-2501,6.0,252.31,26.85,64.06
2026-07-11T03:53:42.900846,EMP-5897,3.66,177.11,78.94,19.57
2026-07-09T14:54:42.900846,EMP-8187,27.06,66.78,55.92,63.78
2026-07-09T07:05:42.900846,EMP-3121,36.74,217.44,41.07,30.71
2026-07-05T03:32:42.900846,EMP-4832,104.63,286.95,15.49,78.8
2026-07-07T04:07:42.900846,EMP-5458,67.49,77.73,67.71,61.31
2026-07-11T01:30:42.900846,EMP-7101,-3.32,296.68,34.63,10.85
2026-07-10T03:08:42.900846,EMP-2168,12.8,105.62,60.85,70.61
2026-07-09T03:55:42.900846,EMP-8665,74.9,-6.09,63.26,90.9
2026-07-07T10:10:42.900846,EMP-8071,-4.71,53.45,75.58,94.66
2026-07-11T01:02:42.900846,EMP-4065,96.53,7.21,-11.51,31.05
2026-07-10T00:50:42.900846,EMP-4524,30.96,86.49,18.64,10.99
2026-07-07T12:15:42.900846,EMP-3213,53.94,155.06,53.42,50.96
2026-07-07T18:33:42.900846,EMP-8083,2.64,85.56,19.51,88.33
2026-07-08T07:02:42.900846,EMP-8270,-8.65,151.42,6.45,5.12
2026-07-08T17:18:42.900846,EMP-9994,18.69,49.84,32.06,55.93
2026-07-09T21:44:42.900846,EMP-7436,97.14,177.07,34.85,24.36
2026-07-09T21:22:42.900846,EMP-4274,90.34,274.48,12.1,70.67
2026-07-08T20:48:42.900846,EMP-5246,6.1,274.49,75.74,12.37
2026-07-08T10:53:42.900846,EMP-7467,103.54,3.3,21.43,69.1
2026-07-07T01:20:42.900846,EMP-2735,42.53,230.93,55.33,5.63
2026-07-06T02:58:42.900846,EMP-9883,71.68,284.91,24.15,18.35
2026-07-11T15:50:42.900846,EMP-5023,55.72,162.13,-10.54,24.5
2026-07-10T14:18:42.900846,EMP-9172,62.83,228.43,34.9,5.91
2026-07-08T07:41:42.900846,EMP-5074,61.3,17.32,63.27,79.33
2026-07-05T21:25:42.900846,EMP-5822,53.02,81.49,47.7,54.07
2026-07-11T00:18:42.900846,EMP-2241,71.57,222.48,-5.99,72.62
2026-07-11T07:11:42.900846,EMP-7342,12.55,45.86,28.55,56.95
2026-07-05T15:12:42.900846,EMP-7227,69.0,285.58,69.59,27.19
2026-07-08T00:01:42.900846,EMP-3035,73.62,85.23,71.52,1.01
2026-07-09T08:08:42.900846,EMP-4022,93.23,257.67,43.18,37.77
2026-07-08T20:27:42.900846,EMP-2185,14.04,19.91,1.01,54.34
2026-07-08T17:09:42.900846,EMP-2819,57.48,284.38,59.27,42.28
2026-07-05T23:00:42.900846,EMP-6121,106.43,161.96,39.66,70.66
2026-07-11T10:53:42.900846,EMP-4017,86.82,50.21,30.27,55.86
2026-07-11T19:58:42.900846,EMP-5736,20.6,269.69,62.09,27.94
2026-07-06T03:18:42.900846,EMP-1591,118.86,225.28,10.56,28.89
2026-07-11T00:46:42.900846,EMP-1930,110.37,-1.68,60.6,5.29
2026-07-04T23:45:42.900846,EMP-3889,33.62,269.61,41.62,9.41
2026-07-08T21:01:42.900846,EMP-9793,64.07,134.95,-1.52,54.51
2026-07-09T08:32:42.900846,EMP-1409,5.78,260.79,76.73,21.87
2026-07-10T13:19:42.900846,EMP-6913,113.89,167.86,0.55,51.4
2026-07-06T07:12:42.900846,EMP-7389,18.64,9.49,24.42,0.3
2026-07-10T09:56:42.900846,EMP-1530,21.98,61.56,69.45,8.98
2026-07-11T02:59:42.900846,EMP-3504,41.24,291.77,39.16,8.66
2026-07-06T02:00:42.900846,EMP-8029,91.26,18.3,15.93,40.26
2026-07-07T03:44:42.900846,EMP-7125,15.19,284.91,59.22,39.84
2026-07-11T01:51:42.900846,EMP-5906,65.94,263.9,51.3,86.21
2026-07-07T03:06:42.900846,EMP-6496,66.47,153.64,10.47,50.5
2026-07-05T09:48:42.900846,EMP-7959,107.88,111.22,51.31,42.01
2026-07-10T00:19:42.900846,EMP-3334,38.64,213.4,57.28,45.38
2026-07-07T02:56:42.900846,EMP-8334,4.64,184.83,19.8,44.72
2026-07-05T20:13:42.900846,EMP-4454,54.74,213.99,2.9,62.08
2026-07-10T00:52:42.900846,EMP-4945,32.81,258.48,5.71,41.33
2026-07-11T17:35:42.900846,EMP-8314,108.56,116.73,3.91,43.56
2026-07-08T00:27:42.900846,EMP-5946,21.17,232.14,-12.52,34.31
2026-07-10T12:14:42.900846,EMP-4883,4.63,112.46,26.84,60.85
2026-07-05T17:44:42.900846,EMP-1421,80.87,160.32,35.39,45.01
2026-07-06T07:31:42.900846,EMP-3984,30.66,48.36,38.73,34.66
2026-07-11T12:11:42.900846,EMP-1035,57.9,180.66,2.14,45.52
2026-07-08T20:13:42.900846,EMP-8306,44.64,15.26,48.31,12.28
2026-07-07T21:06:42.900846,EMP-4794,4.98,193.36,23.53,12.13
2026-07-07T15:44:42.900846,EMP-3922,113.01,50.15,48.03,91.74
